;Baldosa de 1mx1m	;550,00;Plastico;	0;14; 0
;Baldosas 1mx1m de 13mm de espesor	;750,00;Plastico;0;14; 0
;Cartitas 	;550,00;Plastico;	0;14; 0
;De par en par ;;Plastico;	0;14; 0
;Macedonia ;;Plastico;	0;14; 0
;Domex ;;Plastico;	0;14; 0
;Regletas  ;;Plastico;	0;14; 0
;Juego de Ajedrez	;900,00;Plastico;	0;14; 0
;Juego de ajedrez Rubial	;700,00;Plastico;	0;14; 0
;Juego de la Oca ;;Plastico;	0;14; 0
;Rayuela gomaeva	;900,00;Plastico;	0;14; 0
;Bingo familiar  ;;Plastico;	0;14; 0
;Dama	Plastico;;Plastico;	0;14; 0
;Carrera de mente  ;;Plastico;	0;14; 0
;Crucigrama	;900,00;Plastico;	0;14; 0
;Adaptadores para cono vertical x 12 unidades;1200,00;Plastico;	0;14; 0
;Adaptadores para conos 4 lados	;720,00;Plastico;	0;14; 0
;Adaptadores par conos horizontal x 12	;780,00;Plastico;	0;14; 0
;Arco de precision	;420,00;Plastico;	0;14; 0
;Aros 50 cm por unidad	;110,00;Plastico;	0;14; 0
;Aros de 60 cm	;120,00;Plastico;	0;14; 0
;Aros 70 cm	;170,00;Plastico;	0;14; 0
;Aros de Basquet	;1000,00;Plastico;	0;14; 0
;Bastones de 1m inyectados 	;120,00;Plastico;	0;14; 0
;Bastones de 70cm	;110,00;Plastico;	0;14; 0
;Base multifunción	;175,00;Plastico;	0;14; 0
;Bases para sicopropiosepción cada una	;175,00;Plastico;	0;14; 0
;Bastón de Slalom para césped	;170,00;Plastico;	0;14; 0
;Bugs encaster x 600 piezas	;3200,00;Plastico;	0;14; 0
;Circuitos y Puentes	;6600,00;Plastico;	0;14; 0
;Clips para aros bastones x 48 piezas	;360,00;Plastico;	0;14; 0
;Codos por 50 unidades	;4500,00;Plastico;	0;14; 0
;Conejitos y haches chicas	;2900,00;Plastico;	0;14; 0
;Conjunto Slalom para agua con 3 piezas  ;;Plastico;	0;14; 0
;Cono rigido 29 cm	;100,00;Plastico;	0;14; 0
;Cono anaranjado 16cm ;120,00;Plastico;	0;14; 0
;Cono rígido base cuadrada para bastones	;55,00;Plastico;	0;14; 0
;Cono tortuga blanco por unidad	;30,00;Plastico;	0;14; 0
;Conos 52cm perforados	;450,00;Plastico;	0;14; 0
;Cortantes para masa  ;;Plastico;	0;14; 0
;Cuadrado de coordinación	;175,00;Plastico;	0;14; 0
;Cubiertas coloridas	;240,00;Plastico;	0;14; 0
;Daki con 332 piezas	;2400,00;Plastico;	0;14; 0
;Encastretodo con 90 piezas	;1800,00;Plastico;	0;14; 0
;Escalera rombo horizontal	;1150,00;Plastico;	0;14; 0
;Escalera rombo punta	;1150,00;Plastico;	0;14; 0
;Eslabones cadena 50 piezas	;3700,00;Plastico;	0;14; 0
;Escalera de coordinación 5m	;840,00;Plastico;	0;14; 0
;Escalera con aros	;870,00;Plastico;	0;14; 0
;Hexágono de coordinación	;250,00;Plastico;	0;14; 0
;Haches por 50 piezas	;3000,00;Plastico;	0;14; 0
;Ki con 432 piezas	;4400,00;Plastico;	0;14; 0
;Ladrillos grandes rectos por 50 piezas;4400,00;Plastico;0;14; 0
;Lenteja inflada	;310,00;Plastico;	0;14; 0
;Lenteja giga	;1900,00;Plastico;	0;14; 0
;Mediaesfera	;4110,00;Plastico;	0;14; 0
;Mini Ky x600 piezas  ;;Plastico;	0;14; 0
;Multiencastre con 300 piezas	;3900,00;Plastico;	0;14; 0
;Pasillo recto	Plastico;;Plastico;	0;14; 0
;Pasillo semicilindrico por 10	;2100,00;Plastico;	0;14; 0
;Pelotas de futbol nº5 cosidas;;Plastico;	0;14; 0
;Pelotas de futbol termoselladas ;;Plastico;	0;14; 0
;Pelotas de futbol caprichito	;320,00;Plastico;	0;14; 0
;Pelotas de goma	;;Plastico;	0;14; 0
;Pelotas de minibasquet Plastico;;Plastico;	0;14; 0
;Pelotas de mini handboll	;290,00;Plastico;	0;14; 0
;Pelotas de voley;290,00;Plastico;	0;14; 0
;Pelotas de voley tipo caprichito;290,00;Plastico;	0;14; 0
;Pelotas caprichito básquet infl;200,00;Plastico;0;14; 0
;Pelotas tenis	;60,00;Plastico;	0;14; 0
;Pelotas caprichito marrones  ;;Plastico;	0;14; 0
;Pelotitas de pelotero x 100 piezas ;900,00;Plastico;	0;14; 0
;Piramidal clickclack por 50 piezas;2800,00;Plastico;	0;14; 0
;Plantillas infladas x unidad	;240,00;Plastico;	0;14; 0
;Psicomotricidad Nº 1 (126 piezas);7400,00;Plastico;0;14; 0
;Psicomotricidad Nº 2;5800,00;Plastico;0;14; 0
;Psicomotricidad Nº 3 (63 piezas)	;7500,00;Plastico;0;14; 0
;Red de voley	;1200,00;Plastico;	0;14; 0
;Rombo 4321	;450,00;Plastico;	0;14; 0
;Set de entrenamiento funcional	;6500,00;Plastico;	0;14; 0
;Star x 80 piezas	;1800,00;Plastico;	0;14; 0
;Tabla de Freemann	;560,00;Plastico;	0;14; 0
;Vallas de fehrer	;310,00;Plastico;	0;14; 0
;Vallas 40cm fijas	;310,00;Plastico;	0;14; 0
;Uniones para psicomotricidad cada una	;5,00;Plastico;	0;14; 0
;Uniones para sicomotricidad inyectada ;;Plastico;	0;14; 0
;Tetris con 50 piezas	;4400,00;Plastico;	0;14; 0
;Trebol con 50 piezas  ;;Plastico;	0;14; 0
;Varillas de marcación	;360,00;Plastico;	0;14; 0
;Zoo con 100 piezas	;4400,00;Plastico;	0;14; 0
